iteration,dual_inc,dual_lb,best_dual,level,g_norm
0,2745346222.0746636,2742575297.0679736,2742575297.0679736,2804136429.4242806,24747.120604872787
1,2736964068.735762,2734354633.5920067,2742575297.0679736,2804136429.4242806,34756.60853986181
2,2742314534.4608965,2739505520.9155464,2742575297.0679736,2804136429.4242806,34786.52484898211
3,2744496672.1086874,2741903608.040219,2742575297.0679736,2804136429.4242806,34776.2487433315
4,2745135422.478517,2742358909.0713186,2742575297.0679736,2804136429.4242806,24731.877566662275
5,2745477350.652012,2742452772.7751274,2742575297.0679736,2804136429.4242806,34556.16773192891
6,2743585567.591981,2740803584.8388143,2742575297.0679736,2804136429.4242806,34659.58567374112
7,2748186533.354199,2745227858.192943,2745227858.192943,2804136429.4242806,3064.0569036087204
8,2752257519.772348,2746339126.7134757,2746339126.7134757,2804136429.4242806,3192.4741838908453
9,2753771426.651881,2742803262.733249,2746339126.7134757,2804136429.4242806,10045.211416637268
10,2756049490.8980308,2742791847.119063,2746339126.7134757,2804136429.4242806,14275.783186897188
11,2755391660.1153746,2744794461.5656877,2746339126.7134757,2804136429.4242806,14405.263547485905
12,2755594674.9490595,2745917091.575766,2746339126.7134757,2804136429.4242806,2820.4602201700764
13,2753764615.83506,2743665984.064056,2746339126.7134757,2804136429.4242806,10081.974977067259
14,2757496607.512835,2744797626.2497463,2746339126.7134757,2804136429.4242806,14326.649108710157
15,2754893594.3697248,2745570457.584363,2746339126.7134757,2804136429.4242806,3165.2934401658886
16,2757453591.622325,2746831596.5220194,2746831596.5220194,2804136429.4242806,3202.790738565888
17,2758140900.6755004,2745778769.2257776,2746831596.5220194,2804136429.4242806,2958.6326612356715
18,2759807699.2706633,2744620500.5512652,2746831596.5220194,2804136429.4242806,3155.735611527402
19,2760996416.757197,2742010076.4994583,2746831596.5220194,2804136429.4242806,2815.257645131576
20,2761264899.7827506,2740067608.0664587,2746831596.5220194,2804136429.4242806,2855.367561030097
21,2754170731.1891346,2736319928.011795,2746831596.5220194,2804136429.4242806,10649.89547176286
22,2757456013.8187194,2739066720.2386203,2746831596.5220194,2804136429.4242806,3595.6728136658544
23,2751369525.127869,2741158924.411715,2746831596.5220194,2804136429.4242806,14542.004718896715
24,2758504199.5149393,2738452452.072325,2746831596.5220194,2804136429.4242806,10392.431969134539
25,2760577340.269469,2742576307.6368036,2746831596.5220194,2804136429.4242806,2718.2605288675345
26,2755498560.3872404,2738810667.027754,2746831596.5220194,2804136429.4242806,3791.7909617942073
27,2759817288.7876596,2742764799.959853,2746831596.5220194,2804136429.4242806,2501.106326637017
28,2755010417.718049,2737573597.3158817,2746831596.5220194,2804136429.4242806,10591.620464674877
29,2750321821.6326346,2731016274.7548,2746831596.5220194,2804136429.4242806,14437.133514347823
30,2755514412.0565753,2737893784.3932023,2746831596.5220194,2804136429.4242806,
